Park,Year,Month,NoVisitors
Sequoia,1979,May,63854
Sequoia,1979,Jun,101152
Sequoia,1979,Jul,146109
Sequoia,1979,Aug,163110
Sequoia,1979,Sep,102024
Sequoia,1979,Oct,51956
Sequoia,1979,Nov,32888
Sequoia,1979,Dec,19130
Yosemite,2025,Jan,135684
Yosemite,2025,Feb,120601
Yosemite,2025,Mar,155758
Yosemite,2025,Apr,297621
Yosemite,2025,May,454491
Yosemite,2025,Jun,584333
Yosemite,2025,Jul,616551
Yosemite,2025,Aug,594060
Yosemite,2025,Sep,487733
Yosemite,2025,Oct,445779
Yosemite,2025,Nov,234709
Yosemite,2025,Dec,151093
Yosemite,2024,Jan,127789
Yosemite,2024,Feb,121027
Yosemite,2024,Mar,147102
Yosemite,2024,Apr,234232
Yosemite,2024,May,409748
Yosemite,2024,Jun,566111
Yosemite,2024,Jul,574270
Yosemite,2024,Aug,547217
Yosemite,2024,Sep,537313
Yosemite,2024,Oct,462467
Yosemite,2024,Nov,230748
Yosemite,2024,Dec,163783
Yosemite,2023,Jan,107256
Yosemite,2023,Feb,107012
Yosemite,2023,Mar,25005
Yosemite,2023,Apr,205802
Yosemite,2023,May,322308
Yosemite,2023,Jun,487618
Yosemite,2023,Jul,580357
Yosemite,2023,Aug,593378
Yosemite,2023,Sep,559464
Yosemite,2023,Oct,488566
Yosemite,2023,Nov,252249
Yosemite,2023,Dec,168055
Yosemite,2022,Jan,137057
Yosemite,2022,Feb,170196
Yosemite,2022,Mar,192634
Yosemite,2022,Apr,285601
Yosemite,2022,May,380905
Yosemite,2022,Jun,470045
Yosemite,2022,Jul,396833
Yosemite,2022,Aug,518407
Yosemite,2022,Sep,424374
Yosemite,2022,Oct,381612
Yosemite,2022,Nov,178786
Yosemite,2022,Dec,131100
Yosemite,2021,Jan,67284
Yosemite,2021,Feb,128222
Yosemite,2021,Mar,159906
Yosemite,2021,Apr,257158
Yosemite,2021,May,348006
Yosemite,2021,Jun,429980
Yosemite,2021,Jul,509874
Yosemite,2021,Aug,432038
Yosemite,2021,Sep,356030
Yosemite,2021,Oct,284611
Yosemite,2021,Nov,185213
Yosemite,2021,Dec,129273
Yosemite,2020,Jan,132742
Yosemite,2020,Feb,167778
Yosemite,2020,Mar,92324
Yosemite,2020,Apr,0
Yosemite,2020,May,0
Yosemite,2020,Jun,236534
Yosemite,2020,Jul,501068
Yosemite,2020,Aug,375226
Yosemite,2020,Sep,258561
Yosemite,2020,Oct,249827
Yosemite,2020,Nov,136799
Yosemite,2020,Dec,117454
Yosemite,2019,Jan,116746
Yosemite,2019,Feb,111665
Yosemite,2019,Mar,173610
Yosemite,2019,Apr,297207
Yosemite,2019,May,393004
Yosemite,2019,Jun,496625
Yosemite,2019,Jul,717462
Yosemite,2019,Aug,703153
Yosemite,2019,Sep,584664
Yosemite,2019,Oct,448939
Yosemite,2019,Nov,230598
Yosemite,2019,Dec,149188
Yosemite,2018,Jan,129432
Yosemite,2018,Feb,143321
Yosemite,2018,Mar,170681
Yosemite,2018,Apr,278349
Yosemite,2018,May,385670
Yosemite,2018,Jun,543690
Yosemite,2018,Jul,504230
Yosemite,2018,Aug,441867
Yosemite,2018,Sep,524387
Yosemite,2018,Oct,360776
Yosemite,2018,Nov,215854
Yosemite,2018,Dec,311179
Yosemite,2017,Jan,120025
Yosemite,2017,Feb,119421
Yosemite,2017,Mar,166793
Yosemite,2017,Apr,302553
Yosemite,2017,May,471844
Yosemite,2017,Jun,565702
Yosemite,2017,Jul,633351
Yosemite,2017,Aug,615892
Yosemite,2017,Sep,566279
Yosemite,2017,Oct,429827
Yosemite,2017,Nov,217927
Yosemite,2017,Dec,127276
Yosemite,2016,Jan,139780
Yosemite,2016,Feb,201601
Yosemite,2016,Mar,286990
Yosemite,2016,Apr,305092
Yosemite,2016,May,457309
Yosemite,2016,Jun,703614
Yosemite,2016,Jul,780728
Yosemite,2016,Aug,692450
Yosemite,2016,Sep,598428
Yosemite,2016,Oct,483232
Yosemite,2016,Nov,218998
Yosemite,2016,Dec,160646
Yosemite,2015,Jan,128318
Yosemite,2015,Feb,135316
Yosemite,2015,Mar,194667
Yosemite,2015,Apr,281328
Yosemite,2015,May,408121
Yosemite,2015,Jun,545231
Yosemite,2015,Jul,626009
Yosemite,2015,Aug,636936
Yosemite,2015,Sep,527402
Yosemite,2015,Oct,357223
Yosemite,2015,Nov,169425
Yosemite,2015,Dec,140241
Yosemite,2014,Jan,112133
Yosemite,2014,Feb,113403
Yosemite,2014,Mar,146750
Yosemite,2014,Apr,242722
Yosemite,2014,May,333308
Yosemite,2014,Jun,496363
Yosemite,2014,Jul,623663
Yosemite,2014,Aug,654157
Yosemite,2014,Sep,467205
Yosemite,2014,Oct,354769
Yosemite,2014,Nov,203678
Yosemite,2014,Dec,134491
Yosemite,2013,Jan,103910
Yosemite,2013,Feb,114440
Yosemite,2013,Mar,165409
Yosemite,2013,Apr,231178
Yosemite,2013,May,370422
Yosemite,2013,Jun,508941
Yosemite,2013,Jul,611538
Yosemite,2013,Aug,552137
Yosemite,2013,Sep,460855
Yosemite,2013,Oct,279526
Yosemite,2013,Nov,161356
Yosemite,2013,Dec,131479
Yosemite,2012,Jan,120496
Yosemite,2012,Feb,113341
Yosemite,2012,Mar,136687
Yosemite,2012,Apr,243102
Yosemite,2012,May,356500
Yosemite,2012,Jun,528186
Yosemite,2012,Jul,623101
Yosemite,2012,Aug,660118
Yosemite,2012,Sep,482004
Yosemite,2012,Oct,322687
Yosemite,2012,Nov,141868
Yosemite,2012,Dec,125314
Yosemite,2011,Jan,100718
Yosemite,2011,Feb,93588
Yosemite,2011,Mar,100433
Yosemite,2011,Apr,231372
Yosemite,2011,May,356588
Yosemite,2011,Jun,503741
Yosemite,2011,Jul,704553
Yosemite,2011,Aug,699749
Yosemite,2011,Sep,533502
Yosemite,2011,Oct,360449
Yosemite,2011,Nov,139079
Yosemite,2011,Dec,127621
Yosemite,2010,Jan,96089
Yosemite,2010,Feb,100379
Yosemite,2010,Mar,149651
Yosemite,2010,Apr,224461
Yosemite,2010,May,382414
Yosemite,2010,Jun,521059
Yosemite,2010,Jul,643566
Yosemite,2010,Aug,659857
Yosemite,2010,Sep,520210
Yosemite,2010,Oct,356370
Yosemite,2010,Nov,148459
Yosemite,2010,Dec,98893
Yosemite,2009,Jan,101984
Yosemite,2009,Feb,78795
Yosemite,2009,Mar,132711
Yosemite,2009,Apr,230828
Yosemite,2009,May,399683
Yosemite,2009,Jun,483382
Yosemite,2009,Jul,586591
Yosemite,2009,Aug,643300
Yosemite,2009,Sep,471530
Yosemite,2009,Oct,346826
Yosemite,2009,Nov,151297
Yosemite,2009,Dec,110545
Yosemite,2008,Jan,95124
Yosemite,2008,Feb,107729
Yosemite,2008,Mar,153735
Yosemite,2008,Apr,199592
Yosemite,2008,May,361193
Yosemite,2008,Jun,473186
Yosemite,2008,Jul,539874
Yosemite,2008,Aug,543799
Yosemite,2008,Sep,416918
Yosemite,2008,Oct,295547
Yosemite,2008,Nov,146838
Yosemite,2008,Dec,97979
Yosemite,2007,Jan,99892
Yosemite,2007,Feb,100941
Yosemite,2007,Mar,135925
Yosemite,2007,Apr,219854
Yosemite,2007,May,374184
Yosemite,2007,Jun,466054
Yosemite,2007,Jul,543235
Yosemite,2007,Aug,550172
Yosemite,2007,Sep,417882
Yosemite,2007,Oct,298122
Yosemite,2007,Nov,178846
Yosemite,2007,Dec,118321
Yosemite,2006,Jan,104591
Yosemite,2006,Feb,101194
Yosemite,2006,Mar,125556
Yosemite,2006,Apr,189472
Yosemite,2006,May,309387
Yosemite,2006,Jun,382972
Yosemite,2006,Jul,510932
Yosemite,2006,Aug,528254
Yosemite,2006,Sep,421502
Yosemite,2006,Oct,298771
Yosemite,2006,Nov,165499
Yosemite,2006,Dec,104514
Yosemite,2005,Jan,91238
Yosemite,2005,Feb,103756
Yosemite,2005,Mar,143335
Yosemite,2005,Apr,195385
Yosemite,2005,May,304552
Yosemite,2005,Jun,413124
Yosemite,2005,Jul,554567
Yosemite,2005,Aug,485643
Yosemite,2005,Sep,430134
Yosemite,2005,Oct,318508
Yosemite,2005,Nov,152671
Yosemite,2005,Dec,111231
Yosemite,2004,Jan,100020
Yosemite,2004,Feb,106258
Yosemite,2004,Mar,146876
Yosemite,2004,Apr,228212
Yosemite,2004,May,326017
Yosemite,2004,Jun,449566
Yosemite,2004,Jul,531864
Yosemite,2004,Aug,508094
Yosemite,2004,Sep,393437
Yosemite,2004,Oct,272200
Yosemite,2004,Nov,121622
Yosemite,2004,Dec,96745
Yosemite,2003,Jan,116984
Yosemite,2003,Feb,111506
Yosemite,2003,Mar,137550
Yosemite,2003,Apr,174337
Yosemite,2003,May,280335
Yosemite,2003,Jun,445887
Yosemite,2003,Jul,536683
Yosemite,2003,Aug,604093
Yosemite,2003,Sep,405605
Yosemite,2003,Oct,316366
Yosemite,2003,Nov,136390
Yosemite,2003,Dec,112928
Yosemite,2002,Jan,108906
Yosemite,2002,Feb,113695
Yosemite,2002,Mar,141766
Yosemite,2002,Apr,186682
Yosemite,2002,May,295511
Yosemite,2002,Jun,436862
Yosemite,2002,Jul,513789
Yosemite,2002,Aug,570914
Yosemite,2002,Sep,426684
Yosemite,2002,Oct,300919
Yosemite,2002,Nov,149828
Yosemite,2002,Dec,116311
Yosemite,2001,Jan,102455
Yosemite,2001,Feb,101897
Yosemite,2001,Mar,142141
Yosemite,2001,Apr,192936
Yosemite,2001,May,315897
Yosemite,2001,Jun,434014
Yosemite,2001,Jul,528849
Yosemite,2001,Aug,591196
Yosemite,2001,Sep,448519
Yosemite,2001,Oct,264465
Yosemite,2001,Nov,137876
Yosemite,2001,Dec,108486
Yosemite,2000,Jan,93633
Yosemite,2000,Feb,103444
Yosemite,2000,Mar,136523
Yosemite,2000,Apr,216087
Yosemite,2000,May,317009
Yosemite,2000,Jun,454638
Yosemite,2000,Jul,548440
Yosemite,2000,Aug,546981
Yosemite,2000,Sep,388707
Yosemite,2000,Oct,324484
Yosemite,2000,Nov,144958
Yosemite,2000,Dec,125999
Yosemite,1999,Jan,100857
Yosemite,1999,Feb,102345
Yosemite,1999,Mar,136795
Yosemite,1999,Apr,169517
Yosemite,1999,May,335374
Yosemite,1999,Jun,448560
Yosemite,1999,Jul,558114
Yosemite,1999,Aug,625405
Yosemite,1999,Sep,433178
Yosemite,1999,Oct,330334
Yosemite,1999,Nov,150843
Yosemite,1999,Dec,102285
Yosemite,1998,Jan,114143
Yosemite,1998,Feb,109163
Yosemite,1998,Mar,157257
Yosemite,1998,Apr,231495
Yosemite,1998,May,307331
Yosemite,1998,Jun,345916
Yosemite,1998,Jul,603790
Yosemite,1998,Aug,672966
Yosemite,1998,Sep,480941
Yosemite,1998,Oct,384428
Yosemite,1998,Nov,142002
Yosemite,1998,Dec,107700
Yosemite,1997,Jan,12520
Yosemite,1997,Feb,64201
Yosemite,1997,Mar,136476
Yosemite,1997,Apr,200212
Yosemite,1997,May,319108
Yosemite,1997,Jun,460459
Yosemite,1997,Jul,595059
Yosemite,1997,Aug,697060
Yosemite,1997,Sep,516567
Yosemite,1997,Oct,372171
Yosemite,1997,Nov,168533
Yosemite,1997,Dec,127604
Yosemite,1996,Jan,104086
Yosemite,1996,Feb,135115
Yosemite,1996,Mar,180709
Yosemite,1996,Apr,253532
Yosemite,1996,May,347364
Yosemite,1996,Jun,527284
Yosemite,1996,Jul,622855
Yosemite,1996,Aug,679862
Yosemite,1996,Sep,517934
Yosemite,1996,Oct,365313
Yosemite,1996,Nov,172037
Yosemite,1996,Dec,140116
Yosemite,1995,Jan,123844
Yosemite,1995,Feb,151102
Yosemite,1995,Mar,124710
Yosemite,1995,Apr,250592
Yosemite,1995,May,279575
Yosemite,1995,Jun,449511
Yosemite,1995,Jul,663052
Yosemite,1995,Aug,656064
Yosemite,1995,Sep,551886
Yosemite,1995,Oct,409319
Yosemite,1995,Nov,210295
Yosemite,1995,Dec,88456
Yosemite,1994,Jan,131216
Yosemite,1994,Feb,127303
Yosemite,1994,Mar,186008
Yosemite,1994,Apr,247425
Yosemite,1994,May,384114
Yosemite,1994,Jun,495097
Yosemite,1994,Jul,585940
Yosemite,1994,Aug,666555
Yosemite,1994,Sep,511954
Yosemite,1994,Oct,336448
Yosemite,1994,Nov,146675
Yosemite,1994,Dec,143382
Yosemite,1993,Jan,101503
Yosemite,1993,Feb,105315
Yosemite,1993,Mar,151472
Yosemite,1993,Apr,246136
Yosemite,1993,May,378548
Yosemite,1993,Jun,446235
Yosemite,1993,Jul,604248
Yosemite,1993,Aug,634588
Yosemite,1993,Sep,503629
Yosemite,1993,Oct,368978
Yosemite,1993,Nov,171108
Yosemite,1993,Dec,127885
Yosemite,1992,Jan,126603
Yosemite,1992,Feb,120908
Yosemite,1992,Mar,149651
Yosemite,1992,Apr,251872
Yosemite,1992,May,425555
Yosemite,1992,Jun,486890
Yosemite,1992,Jul,568070
Yosemite,1992,Aug,586868
Yosemite,1992,Sep,470798
Yosemite,1992,Oct,356333
Yosemite,1992,Nov,163364
Yosemite,1992,Dec,112606
Yosemite,1991,Jan,104673
Yosemite,1991,Feb,111073
Yosemite,1991,Mar,117735
Yosemite,1991,Apr,187607
Yosemite,1991,May,354908
Yosemite,1991,Jun,396841
Yosemite,1991,Jul,521822
Yosemite,1991,Aug,587904
Yosemite,1991,Sep,441553
Yosemite,1991,Oct,320769
Yosemite,1991,Nov,164072
Yosemite,1991,Dec,114144
Yosemite,1990,Jan,99686
Yosemite,1990,Feb,101236
Yosemite,1990,Mar,145037
Yosemite,1990,Apr,237815
Yosemite,1990,May,364549
Yosemite,1990,Jun,424933
Yosemite,1990,Jul,482066
Yosemite,1990,Aug,367502
Yosemite,1990,Sep,364838
Yosemite,1990,Oct,276025
Yosemite,1990,Nov,162254
Yosemite,1990,Dec,98998
Yosemite,1989,Jan,102646
Yosemite,1989,Feb,96527
Yosemite,1989,Mar,143858
Yosemite,1989,Apr,204102
Yosemite,1989,May,377940
Yosemite,1989,Jun,413068
Yosemite,1989,Jul,511957
Yosemite,1989,Aug,524395
Yosemite,1989,Sep,390364
Yosemite,1989,Oct,264670
Yosemite,1989,Nov,163939
Yosemite,1989,Dec,114693
Yosemite,1988,Jan,94583
Yosemite,1988,Feb,109552
Yosemite,1988,Mar,153436
Yosemite,1988,Apr,190484
Yosemite,1988,May,362008
Yosemite,1988,Jun,404321
Yosemite,1988,Jul,477167
Yosemite,1988,Aug,502674
Yosemite,1988,Sep,385509
Yosemite,1988,Oct,292886
Yosemite,1988,Nov,144254
Yosemite,1988,Dec,99807
Yosemite,1987,Jan,94639
Yosemite,1987,Feb,98799
Yosemite,1987,Mar,109617
Yosemite,1987,Apr,192048
Yosemite,1987,May,373894
Yosemite,1987,Jun,419479
Yosemite,1987,Jul,487915
Yosemite,1987,Aug,526850
Yosemite,1987,Sep,328866
Yosemite,1987,Oct,281719
Yosemite,1987,Nov,146909
Yosemite,1987,Dec,91540
Yosemite,1986,Jan,92835
Yosemite,1986,Feb,74133
Yosemite,1986,Mar,114441
Yosemite,1986,Apr,152019
Yosemite,1986,May,291811
Yosemite,1986,Jun,362173
Yosemite,1986,Jul,439823
Yosemite,1986,Aug,522908
Yosemite,1986,Sep,340843
Yosemite,1986,Oct,245733
Yosemite,1986,Nov,151081
Yosemite,1986,Dec,88917
Yosemite,1985,Jan,84266
Yosemite,1985,Feb,86738
Yosemite,1985,Mar,101035
Yosemite,1985,Apr,158974
Yosemite,1985,May,314386
Yosemite,1985,Jun,375841
Yosemite,1985,Jul,447936
Yosemite,1985,Aug,498319
Yosemite,1985,Sep,344277
Yosemite,1985,Oct,230095
Yosemite,1985,Nov,105532
Yosemite,1985,Dec,84553
Yosemite,1984,Jan,75894
Yosemite,1984,Feb,83589
Yosemite,1984,Mar,102049
Yosemite,1984,Apr,147755
Yosemite,1984,May,276877
Yosemite,1984,Jun,363876
Yosemite,1984,Jul,414711
Yosemite,1984,Aug,494860
Yosemite,1984,Sep,370899
Yosemite,1984,Oct,217730
Yosemite,1984,Nov,101528
Yosemite,1984,Dec,88699
Yosemite,1983,Jan,64748
Yosemite,1983,Feb,64554
Yosemite,1983,Mar,85104
Yosemite,1983,Apr,90376
Yosemite,1983,May,214870
Yosemite,1983,Jun,266832
Yosemite,1983,Jul,441436
Yosemite,1983,Aug,473638
Yosemite,1983,Sep,350841
Yosemite,1983,Oct,242778
Yosemite,1983,Nov,87561
Yosemite,1983,Dec,74726
Yosemite,1982,Jan,60817
Yosemite,1982,Feb,68307
Yosemite,1982,Mar,70702
Yosemite,1982,Apr,73259
Yosemite,1982,May,254169
Yosemite,1982,Jun,363303
Yosemite,1982,Jul,425198
Yosemite,1982,Aug,432776
Yosemite,1982,Sep,303673
Yosemite,1982,Oct,206821
Yosemite,1982,Nov,85193
Yosemite,1982,Dec,71369
Yosemite,1981,Jan,60669
Yosemite,1981,Feb,90274
Yosemite,1981,Mar,83104
Yosemite,1981,Apr,152469
Yosemite,1981,May,282531
Yosemite,1981,Jun,337392
Yosemite,1981,Jul,404269
Yosemite,1981,Aug,438123
Yosemite,1981,Sep,313946
Yosemite,1981,Oct,190612
Yosemite,1981,Nov,95862
Yosemite,1981,Dec,67642
Yosemite,1980,Jan,66677
Yosemite,1980,Feb,75612
Yosemite,1980,Mar,99896
Yosemite,1980,Apr,120970
Yosemite,1980,May,212971
Yosemite,1980,Jun,309470
Yosemite,1980,Jul,416583
Yosemite,1980,Aug,470491
Yosemite,1980,Sep,289108
Yosemite,1980,Oct,238586
Yosemite,1980,Nov,118024
Yosemite,1980,Dec,71894
Yosemite,1979,Jan,72701
Yosemite,1979,Feb,72926
Yosemite,1979,Mar,87950
Yosemite,1979,Apr,136275
Yosemite,1979,May,210756
Yosemite,1979,Jun,301727
Yosemite,1979,Jul,379640
Yosemite,1979,Aug,427454
Yosemite,1979,Sep,293424
Yosemite,1979,Oct,193825
Yosemite,1979,Nov,99485
Yosemite,1979,Dec,74619
